Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
63577288,12/31/2024 11:37:44 PM,01/01/2025 01:19:23 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10034,4996 BROADWAY,BROADWAY,10 AVENUE,BROADWAY,10 AVENUE,BROADWAY,ADDRESS,NEW YORK,BROADWAY,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/01/2025 01:19:26 AM,12 MANHATTAN,1022290005,MANHATTAN,1006863,255604,PHONE,Unspecified,MANHATTAN,,,,,,,,40.86821951872901,-73.91824098763226,"(40.86821951872901, -73.91824098763226)"
63584394,12/31/2024 11:37:32 PM,01/01/2025 12:35:24 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11226,39 EAST   17 STREET,EAST   17 STREET,CATON AVENUE,CHURCH AVENUE,CATON AVENUE,CHURCH AVENUE,ADDRESS,BROOKLYN,EAST   17 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/01/2025 12:35:29 AM,14 BROOKLYN,3050780049,BROOKLYN,994197,176094,PHONE,Unspecified,BROOKLYN,,,,,,,,40.65000842931552,-73.96415350067603,"(40.65000842931552, -73.96415350067603)"
63582536,12/31/2024 11:37:24 PM,12/31/2024 11:48:08 PM,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,11364,54-38 202 STREET,202 STREET,53 AVENUE,56 AVENUE,53 AVENUE,56 AVENUE,ADDRESS,OAKLAND GARDENS,202 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/31/2024 11:48:13 PM,11 QUEENS,4074100030,QUEENS,1046285,212037,ONLINE,Saul Weprin Playground,QUEENS,,,,,,,,40.748451551252344,-73.77611079123469,"(40.748451551252344, -73.77611079123469)"
63581535,12/31/2024 11:37:19 PM,01/02/2025 04:30:11 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 04:30:17 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63576216,12/31/2024 11:37:19 PM,01/01/2025 02:23:12 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11210,3601 AVENUE J,AVENUE J,BROOKLYN AVENUE,EAST   37 STREET,BROOKLYN AVENUE,EAST   37 STREET,ADDRESS,BROOKLYN,AVENUE J,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 02:23:16 AM,18 BROOKLYN,3076000006,BROOKLYN,1000596,167844,PHONE,Unspecified,BROOKLYN,,,,,,,,40.62735444778493,-73.94111309775933,"(40.62735444778493, -73.94111309775933)"
63584939,12/31/2024 11:37:16 PM,01/08/2025 03:18:19 PM,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11413,121-36 NASHVILLE BOULEVARD,NASHVILLE BOULEVARD,200 STREET,122 AVENUE,200 STREET,122 AVENUE,ADDRESS,SPRINGFIELD GARDENS,NASHVILLE BOULEVARD,,Closed,,The Department of Sanitation cleaned the location.,01/06/2025 02:03:34 PM,12 QUEENS,4126900031,QUEENS,1053780,190201,ONLINE,Unspecified,QUEENS,,,,,,,,40.68846147114554,-73.7492864415572,"(40.68846147114554, -73.7492864415572)"
63579649,12/31/2024 11:37:16 PM,01/01/2025 09:01:05 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 09:01:12 AM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63582463,12/31/2024 11:37:15 PM,01/01/2025 12:33:07 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10459,930 FOX STREET,FOX STREET,BARRETTO STREET,EAST  163 STREET,BARRETTO STREET,EAST  163 STREET,ADDRESS,BRONX,FOX STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 12:33:09 AM,02 BRONX,2027230006,BRONX,1013624,238275,ONLINE,Unspecified,BRONX,,,,,,,,40.82063662196181,-73.89387201026959,"(40.82063662196181, -73.89387201026959)"
63584067,12/31/2024 11:36:58 PM,01/01/2025 01:23:35 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10039,211H WEST  151 STREET,WEST  151 STREET,ADAM CLAYTON POWELL JR BOULEVARD,MACOMBS PLACE,ADAM CLAYTON POWELL JR BOULEVARD,MACOMBS PLACE,ADDRESS,NEW YORK,WEST  151 STREET,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,01/01/2025 01:23:39 AM,10 MANHATTAN,1020370011,MANHATTAN,1001776,240070,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.825594840054535,-73.93667401611569,"(40.825594840054535, -73.93667401611569)"
63576343,12/31/2024 11:36:57 PM,01/02/2025 05:07:26 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 05:09:17 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63579411,12/31/2024 11:36:48 PM,01/01/2025 12:13:28 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11232,856 42 STREET,42 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,BROOKLYN,42 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/01/2025 12:13:30 AM,12 BROOKLYN,3009250029,BROOKLYN,984849,174216,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.644859291626524,-73.99784152051204,"(40.644859291626524, -73.99784152051204)"
63576615,12/31/2024 11:36:41 PM,01/02/2025 04:30:10 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 04:30:41 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63579671,12/31/2024 11:36:31 PM,01/01/2025 09:01:24 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 09:01:32 AM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63575636,12/31/2024 11:36:30 PM,12/31/2024 11:51:48 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10031,1635 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  140 STREET,WEST  141 STREET,WEST  140 STREET,WEST  141 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,12/31/2024 11:51:53 PM,09 MANHATTAN,1020570056,MANHATTAN,998220,238974,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.822592971648255,-73.94952504515548,"(40.822592971648255, -73.94952504515548)"
63580463,12/31/2024 11:36:23 PM,01/10/2025 01:37:39 PM,DOHMH,Department of Health and Mental Hygiene,Indoor Sewage,Sewage Leak,1-2 Family Dwelling,10472,1341 FTELEY AVENUE,FTELEY AVENUE,EAST  172 STREET,EAST  174 STREET,EAST  172 STREET,EAST  174 STREET,ADDRESS,BRONX,FTELEY AVENUE,,Closed,,The Department of Health and Mental Hygiene has investigated the complaint and no violations were issued.,01/10/2025 01:37:42 PM,09 BRONX,2038700050,BRONX,1019543,242837,PHONE,Unspecified,BRONX,,,,,,,,40.833136332403434,-73.87246274817711,"(40.833136332403434, -73.87246274817711)"
63577728,12/31/2024 11:36:20 PM,12/31/2024 11:46:39 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10456,1465 WASHINGTON AVENUE,WASHINGTON AVENUE,ST PAULS PLACE,EAST  171 STREET,ST PAULS PLACE,EAST  171 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,12/31/2024 11:46:43 PM,03 BRONX,2029020036,BRONX,1010885,244212,ONLINE,Unspecified,BRONX,,,,,,,,40.83694066292417,-73.90374441298103,"(40.83694066292417, -73.90374441298103)"
63578162,12/31/2024 11:36:10 PM,01/02/2025 05:07:27 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 05:09:41 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63583222,12/31/2024 11:36:03 PM,01/02/2025 05:08:11 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 05:10:03 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63580519,12/31/2024 11:36:00 PM,01/01/2025 01:24:16 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11101,45-55 PEARSON STREET,PEARSON STREET,JACKSON AVENUE,DEAD END,JACKSON AVENUE,DEAD END,ADDRESS,LONG ISLAND CITY,PEARSON STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 01:24:19 AM,02 QUEENS,4000840023,QUEENS,999705,210773,PHONE,Unspecified,QUEENS,,,,,,,,40.745186280363846,-73.94422447655334,"(40.745186280363846, -73.94422447655334)"
63572929,12/31/2024 11:35:57 PM,01/01/2025 07:03:24 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11427,208-70 GRAND CENTRAL PARKWAY,GRAND CENTRAL PARKWAY,,,,,ADDRESS,QUEENS VILLAGE,,,Closed,,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a",01/01/2025 12:00:00 AM,08 QUEENS,4105930002,QUEENS,1050797,203544,ONLINE,Unspecified,QUEENS,,,,,,,,40.72510764927327,-73.75991071762522,"(40.72510764927327, -73.75991071762522)"
63575226,12/31/2024 11:35:56 PM,01/01/2025 12:40:18 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Store/Commercial,11209,510 72 STREET,72 STREET,5 AVENUE,6 AVENUE,5 AVENUE,6 AVENUE,ADDRESS,BROOKLYN,72 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 12:40:22 AM,10 BROOKLYN,3059100009,BROOKLYN,978354,169332,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.63145181241569,-74.02124180039958,"(40.63145181241569, -74.02124180039958)"
63584967,12/31/2024 11:35:45 PM,01/01/2025 09:01:53 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 09:02:09 AM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63577985,12/31/2024 11:35:25 PM,01/02/2025 05:11:31 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 05:15:51 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63580660,12/31/2024 11:35:23 PM,12/31/2024 11:47:19 PM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10457,1872 MONROE AVENUE,MONROE AVENUE,MOUNT HOPE PLACE,EAST TREMONT AVENUE,MOUNT HOPE PLACE,EAST TREMONT AVENUE,ADDRESS,BRONX,MONROE AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,12/31/2024 11:47:23 PM,05 BRONX,2028040001,BRONX,1010260,248435,PHONE,Unspecified,BRONX,,,,,,,,40.848533419181855,-73.90598670450618,"(40.848533419181855, -73.90598670450618)"
63581614,12/31/2024 11:35:22 PM,01/02/2025 05:09:56 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 05:13:49 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63581112,12/31/2024 11:35:20 PM,12/31/2024 11:58:44 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10025,201 WEST  104 STREET,WEST  104 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  104 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/31/2024 11:58:48 PM,07 MANHATTAN,1018760029,MANHATTAN,993421,230460,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.79923069538267,-73.96687592437848,"(40.79923069538267, -73.96687592437848)"
63572802,12/31/2024 11:35:06 PM,01/01/2025 12:12:40 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11218,555 OCEAN PARKWAY,OCEAN PARKWAY,DITMAS AVENUE,AVENUE F,DITMAS AVENUE,AVENUE F,ADDRESS,BROOKLYN,OCEAN PARKWAY,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/01/2025 12:12:43 AM,12 BROOKLYN,3054000076,BROOKLYN,991887,170579,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.63487323299766,-73.97248440503112,"(40.63487323299766, -73.97248440503112)"
63579375,12/31/2024 11:35:05 PM,01/01/2025 12:34:58 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11372,33-24 JUNCTION BOULEVARD,JUNCTION BOULEVARD,NORTHERN BOULEVARD,34 AVENUE,NORTHERN BOULEVARD,34 AVENUE,ADDRESS,JACKSON HEIGHTS,JUNCTION BOULEVARD,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/01/2025 12:35:05 AM,03 QUEENS,4014420001,QUEENS,1019335,214821,MOBILE,Unspecified,QUEENS,,,,,,,,40.75624091277892,-73.87336075378319,"(40.75624091277892, -73.87336075378319)"
63576394,12/31/2024 11:35:00 PM,01/01/2025 09:30:00 AM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11368,110-36 SAULTELL AVENUE,SAULTELL AVENUE,VAN CLEEF ST,CORONA AVE,,,ADDRESS,CORONA,,,Closed,,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed and attributed to grease. Work was performed to relieve the blockage.,01/01/2025 09:30:00 AM,04 QUEENS,4019720025,QUEENS,1025763,208943,PHONE,Unspecified,QUEENS,,,,,,,,40.74007946193099,-73.85019522443243,"(40.74007946193099, -73.85019522443243)"
63583290,12/31/2024 11:34:59 PM,01/06/2025 12:27:02 PM,DOT,Department of Transportation,Street Condition,Cave-in,Street,11414,79 STREET,79 STREET,79 STREET,LINDEN BOULEVARD,79 STREET,LINDEN BOULEVARD,INTERSECTION,,,,Closed,,The Department of Transportation investigated this Service Request and determined this street requires general maintenance. This location has been processed into another system and is expected to be repaired in 30 days.,01/06/2025 12:27:07 PM,10 QUEENS,,QUEENS,1024116,183555,PHONE,Unspecified,QUEENS,,,,,,,,40.670403057293704,-73.85628891962003,"(40.670403057293704, -73.85628891962003)"
63576344,12/31/2024 11:34:58 PM,01/01/2025 09:01:32 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 09:01:43 AM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63577911,12/31/2024 11:34:54 PM,01/01/2025 01:54:49 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11378,60-60 60 STREET,60 STREET,58 STREET,62 AVENUE,58 STREET,62 AVENUE,ADDRESS,MASPETH,60 STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/01/2025 01:54:52 AM,05 QUEENS,4026470076,QUEENS,1010392,199517,MOBILE,Unspecified,QUEENS,,,,,,,,40.714266196010875,-73.90569993405808,"(40.714266196010875, -73.90569993405808)"
63587535,12/31/2024 11:34:47 PM,04/30/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11236,660 EAST   98 STREET,EAST   98 STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",04/30/2025 12:00:00 AM,17 BROOKLYN,3047570001,BROOKLYN,1009143,177429,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.653643311942425,-73.9102869552164,"(40.653643311942425, -73.9102869552164)"
63581674,12/31/2024 11:34:47 PM,01/02/2025 05:07:28 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 05:09:47 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63583944,12/31/2024 11:34:45 PM,01/01/2025 12:25:50 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11212,404 CHESTER STREET,CHESTER STREET,LIVONIA AVENUE,RIVERDALE AVENUE,LIVONIA AVENUE,RIVERDALE AVENUE,ADDRESS,BROOKLYN,CHESTER STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/01/2025 12:25:54 AM,16 BROOKLYN,3035880001,BROOKLYN,1009307,180364,PHONE,Unspecified,BROOKLYN,,,,,,,,40.661698775849324,-73.90968500262099,"(40.661698775849324, -73.90968500262099)"
63579049,12/31/2024 11:34:39 PM,01/01/2025 01:16:38 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11377,48-34 58 PLACE,58 PLACE,BEND,LAUREL HILL BOULEVARD,BEND,LAUREL HILL BOULEVARD,ADDRESS,WOODSIDE,58 PLACE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 01:16:40 AM,02 QUEENS,,QUEENS,1009673,208007,MOBILE,Unspecified,QUEENS,,,,,,,,40.73757126461375,-73.9082614534422,"(40.73757126461375, -73.9082614534422)"
63573964,12/31/2024 11:34:36 PM,01/01/2025 12:20:44 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11249,101 SOUTH    5 STREET,SOUTH    5 STREET,BERRY STREET,BEDFORD AVENUE,BERRY STREET,BEDFORD AVENUE,ADDRESS,BROOKLYN,SOUTH    5 STREET,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,01/01/2025 12:20:46 AM,01 BROOKLYN,3024437501,BROOKLYN,994128,198502,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.71151337076125,-73.9643693127014,"(40.71151337076125, -73.9643693127014)"
63579334,12/31/2024 11:34:36 PM,12/31/2024 11:44:52 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10457,1755 CLAY AVENUE,CLAY AVENUE,CROSS BRONX EXPRESSWAY,PROSPECT PLACE,CROSS BRONX EXPRESSWAY,PROSPECT PLACE,ADDRESS,BRONX,CLAY AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,12/31/2024 11:44:55 PM,05 BRONX,2027990045,BRONX,1010591,247332,PHONE,Unspecified,BRONX,,,,,,,,40.84550502951069,-73.9047946370933,"(40.84550502951069, -73.9047946370933)"
63574586,12/31/2024 11:34:35 PM,01/02/2025 05:05:51 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 05:08:16 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63573139,12/31/2024 11:34:12 PM,01/01/2025 09:01:26 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 09:01:34 AM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63573806,12/31/2024 11:34:08 PM,01/01/2025 03:10:21 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11421,78-17 90 AVENUE,90 AVENUE,78 STREET,80 STREET,78 STREET,80 STREET,ADDRESS,WOODHAVEN,90 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 03:10:23 AM,09 QUEENS,4089090030,QUEENS,1022345,189905,PHONE,Unspecified,QUEENS,,,,,,,,40.687840145274066,-73.8626372085771,"(40.687840145274066, -73.8626372085771)"
63583463,12/31/2024 11:34:08 PM,01/02/2025 05:09:52 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 05:12:19 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63574518,12/31/2024 11:33:51 PM,01/01/2025 01:59:12 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11228,32 BAY   11 STREET,BAY   11 STREET,86 STREET,BENSON AVENUE,86 STREET,BENSON AVENUE,ADDRESS,BROOKLYN,BAY   11 STREET,,Closed,,The Police Department issued a summons in response to the complaint.,01/01/2025 01:59:15 AM,11 BROOKLYN,3063610055,BROOKLYN,981813,161458,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.60984095016771,-74.00877705385513,"(40.60984095016771, -74.00877705385513)"
63576484,12/31/2024 11:33:47 PM,01/02/2025 05:09:53 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 05:13:51 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
